"","state","time_partitioned","time_non_partitioned","time_difference","n","magnitude_time_difference"
"1","AK",0.019536018371582,1.09788703918457,1.07835102081299,614,56.1980961679278
"2","AL",0.0217990875244141,0.337624073028564,0.31582498550415,2865,15.4879910753347
"3","AZ",0.0225040912628174,0.408179044723511,0.385674953460693,2287,18.1379927745818
"4","CA",0.054326057434082,0.51084303855896,0.456516981124878,44826,9.40327832879838
"5","CO",0.0310699939727783,0.863943099975586,0.832873106002808,5474,27.8063491332673
"6","CT",0.0217030048370361,0.310878038406372,0.289175033569336,4862,14.32419338892
"7","DC",0.0186779499053955,1.00556683540344,0.986888885498047,684,53.8371095594899
"8","DE",0.0197510719299316,0.340593814849854,0.320842742919922,1556,17.2443205137491
"9","FL",0.106722116470337,0.949462175369263,0.842740058898926,12989,8.89658307735269
"10","GA",0.0257828235626221,0.277976989746094,0.252194166183472,3896,10.7814797347907
"11","GU",0.0169010162353516,0.320129156112671,0.303228139877319,42,18.9414146258887
"12","HI",0.0191810131072998,0.285880088806152,0.266699075698853,1066,14.9043268573417
"13","IA",0.0258238315582275,0.632936954498291,0.607113122940063,6500,24.5098003009796
"14","ID",0.0205810070037842,0.901472091674805,0.880891084671021,2300,43.8011653904521
"15","IL",0.0378990173339844,0.344187021255493,0.306288003921509,20817,9.08168721690991
"16","IN",0.036729097366333,0.740592002868652,0.703862905502319,13376,20.1636319967803
"17","KS",0.100724935531616,0.884294986724854,0.783570051193237,9230,8.77930556180188
"18","KY",0.0262620449066162,0.788236856460571,0.761974811553955,4470,30.0142985538034
"19","MA",0.0275859832763672,0.443307876586914,0.415721893310547,7433,16.0700407937496
"20","MD",0.0254449844360352,0.963792085647583,0.938347101211548,8586,37.8774877253476
"21","ME",0.0182251930236816,0.346573829650879,0.328348636627197,1172,19.0161952853144
"22","MI",0.0398421287536621,0.924917936325073,0.885075807571411,15363,23.2145712405003
"23","MN",0.0317988395690918,0.313241004943848,0.281442165374756,7620,9.85070553481188
"24","MO",0.0344529151916504,0.506887912750244,0.472434997558594,11318,14.7124825266771
"25","MS",0.0221240520477295,0.302934169769287,0.280810117721558,2409,13.6925265369901
"26","MT",0.0246791839599609,1.06152606010437,1.03684687614441,1963,43.0130129840019
"27","NC",0.0308761596679688,0.344323873519897,0.313447713851929,7373,11.1517713738572
"28","ND",0.0233168601989746,0.279629945755005,0.25631308555603,1544,11.9926072107814
"29","NE",0.022874116897583,0.327937841415405,0.305063724517822,4449,14.3366339729626
"30","NH",0.0193150043487549,0.903049945831299,0.883734941482544,615,46.7538049448854
"31","NJ",0.0228941440582275,0.831273794174194,0.808379650115967,4628,36.3094506638896
"32","NV",0.0241320133209229,0.335385799407959,0.311253786087036,1848,13.8979618048352
"33","NY",0.0315308570861816,1.01130104064941,0.979770183563232,9685,32.0733761814745
"34","OH",0.0434999465942383,0.39935302734375,0.355853080749512,20402,9.18054063534519
"35","OR",0.0246930122375488,1.01915907859802,0.994466066360474,4108,41.2731775610698
"36","PA",0.0319888591766357,0.683337926864624,0.651349067687988,18271,21.3617473224467
"37","PR",0.0174779891967773,0.332199811935425,0.314721822738647,193,19.006752332624
"38","RI",0.0182020664215088,0.289047002792358,0.27084493637085,578,15.879900451896
"39","SC",0.0233540534973145,0.53629994392395,0.512945890426636,3761,22.9638912142434
"40","SD",0.0209300518035889,0.311681985855103,0.290751934051514,1565,14.8916012621459
"41","TN",0.0233118534088135,0.498287916183472,0.474976062774658,4075,21.3748734364932
"42","UT",0.0949640274047852,0.289150953292847,0.194186925888062,2591,3.04484720367153
"43","VA",0.0352089405059814,1.03949999809265,1.00429105758667,8306,29.5237511596254
"44","VT",0.0214340686798096,0.743092775344849,0.721658706665039,694,34.6687689792105
"45","WA",0.0307838916778564,0.788433074951172,0.757649183273315,9666,25.6118714034558
"46","WI",0.0353820323944092,0.325913906097412,0.290531873703003,7870,9.21128279077916
"47","WV",0.0255911350250244,0.908355951309204,0.88276481628418,3502,35.4949458248321
"48","WY",0.0189299583435059,0.337084054946899,0.318154096603394,1077,17.8069094939419
