"","state","time_partitioned","time_non_partitioned","time_difference","n","magnitude_time_difference"
"1","AK",0.0183448791503906,0.313271045684814,0.294926166534424,614,17.0767571220628
"2","AL",0.0206630229949951,0.829025030136108,0.808362007141113,2865,40.1211879954308
"3","AZ",0.0233249664306641,0.321637153625488,0.298312187194824,2287,13.7893940632922
"4","CA",0.0534930229187012,1.09568500518799,1.04219198226929,44826,20.4827647682804
"5","CO",0.0294618606567383,0.450106143951416,0.420644283294678,5474,15.2775871556663
"6","CT",0.0238609313964844,0.969696998596191,0.945836067199707,4862,40.6395283772982
"7","DC",0.0196411609649658,0.353605031967163,0.333963871002197,684,18.0032653160316
"8","DE",0.0241329669952393,1.09521007537842,1.07107710838318,1556,45.3823218502089
"9","FL",0.0314218997955322,0.298119068145752,0.26669716835022,12989,9.48762073858247
"10","GA",0.0235819816589355,0.730591058731079,0.707009077072144,3896,30.9809018299464
"11","GU",0.0179269313812256,0.31034517288208,0.292418241500854,42,17.3116729395805
"12","HI",0.0207090377807617,0.877518892288208,0.856809854507446,1066,42.3737163251209
"13","IA",0.0266990661621094,0.330055952072144,0.303356885910034,6500,12.3620785112159
"14","ID",0.0217769145965576,0.960525035858154,0.938748121261597,2300,44.1074896812971
"15","IL",0.0358619689941406,0.333899974822998,0.298038005828857,20817,9.3106983299649
"16","IN",0.034959077835083,0.816449880599976,0.781490802764893,13376,23.3544455735223
"17","KS",0.0363268852233887,0.94130802154541,0.904981136322021,9230,25.9121588805902
"18","KY",0.0361659526824951,0.614941120147705,0.57877516746521,4470,17.0033159515067
"19","MA",0.0253739356994629,0.833568096160889,0.808194160461426,7433,32.8513521132054
"20","MD",0.0251791477203369,0.757267951965332,0.732088804244995,8586,30.0752019240784
"21","ME",0.022162914276123,0.340845108032227,0.318682193756104,1172,15.3790744207061
"22","MI",0.0360481739044189,0.933665990829468,0.897617816925049,15363,25.9005072851975
"23","MN",0.0285379886627197,0.879877090454102,0.851339101791382,7620,30.8317835868902
"24","MO",0.113463878631592,0.334913015365601,0.221449136734009,11318,2.95171484885544
"25","MS",0.0209729671478271,0.602167129516602,0.581194162368774,2409,28.711585026203
"26","MT",0.0210609436035156,0.348252058029175,0.327191114425659,1963,16.5354442130049
"27","NC",0.0284099578857422,0.622266054153442,0.5938560962677,7373,21.9030966767372
"28","ND",0.0253729820251465,0.329138040542603,0.303765058517456,1544,12.9719888744808
"29","NE",0.0213949680328369,0.278370141983032,0.256975173950195,4449,13.0110099513021
"30","NH",0.0192608833312988,0.288778066635132,0.269517183303833,615,14.9929814571832
"31","NJ",0.024061918258667,1.02830100059509,1.00423908233643,4628,42.7356202253203
"32","NV",0.0212140083312988,0.335557222366333,0.314343214035034,1848,15.8177189867158
"33","NY",0.0334429740905762,1.04455518722534,1.01111221313477,9685,31.2339202965709
"34","OH",0.0383989810943604,0.323562145233154,0.285163164138794,20402,8.42632111612659
"35","OR",0.0218970775604248,1.00092005729675,0.979022979736328,4108,45.7102119922041
"36","PA",0.0364878177642822,0.331927061080933,0.29543924331665,18271,9.09692827412262
"37","PR",0.0190608501434326,0.296660900115967,0.277600049972534,193,15.5638860745244
"38","RI",0.0176169872283936,1.01478099822998,0.997164011001587,578,57.6024143671083
"39","SC",0.0251390933990479,0.577178001403809,0.552038908004761,3761,22.959380127275
"40","SD",0.024608850479126,0.990760087966919,0.966151237487793,1565,40.2603156456785
"41","TN",0.0990619659423828,0.383562088012695,0.284500122070312,4075,3.87194100544891
"42","UT",0.0224289894104004,0.963433980941772,0.941004991531372,2591,42.954854688862
"43","VA",0.0340449810028076,0.338736057281494,0.304691076278687,8306,9.94966210301481
"44","VT",0.0186271667480469,0.465368986129761,0.446741819381714,694,24.983347839443
"45","WA",0.0306229591369629,0.945523977279663,0.9149010181427,9666,30.8763099297738
"46","WI",0.0317881107330322,0.319941997528076,0.288153886795044,7870,10.0648321070435
"47","WV",0.0214731693267822,0.683819055557251,0.662345886230469,3502,31.8452784100372
"48","WY",0.0190560817718506,0.323348999023438,0.304292917251587,1077,16.9682835587474
