"","state","time_partitioned","time_non_partitioned","time_difference","n","magnitude_time_difference"
"1","AK",0.0893490314483643,1.05062508583069,0.961276054382324,614,11.758662279824
"2","AL",0.0221841335296631,0.797827959060669,0.775643825531006,2865,35.9638999645341
"3","AZ",0.0208888053894043,0.343809843063354,0.32292103767395,2287,16.459047640788
"4","CA",0.0568978786468506,0.461464166641235,0.404566287994385,44826,8.11039317485659
"5","CO",0.0309391021728516,0.495560884475708,0.464621782302856,5474,16.0173001048024
"6","CT",0.0264830589294434,0.926235914230347,0.899752855300903,4862,34.9746574479195
"7","DC",0.021636962890625,0.646529912948608,0.624892950057983,684,29.8808070345557
"8","DE",0.0213699340820312,0.313565969467163,0.292196035385132,1556,14.6732305426633
"9","FL",0.034581184387207,0.911930084228516,0.877348899841309,12989,26.3707013044318
"10","GA",0.0255589485168457,0.386417865753174,0.360858917236328,3896,15.1186918154512
"11","GU",0.0176389217376709,0.312625169754028,0.294986248016357,42,17.7235986645581
"12","HI",0.0181159973144531,0.293401002883911,0.275285005569458,1066,16.1956859338808
"13","IA",0.0238518714904785,0.736026048660278,0.7121741771698,6500,30.8582095519882
"14","ID",0.0205249786376953,0.318920850753784,0.298395872116089,2300,15.5381818604219
"15","IL",0.0367789268493652,1.06316304206848,1.02638411521912,20817,28.9068532755961
"16","IN",0.0343520641326904,0.329384803771973,0.295032739639282,13376,9.58850107229861
"17","KS",0.0319671630859375,0.609189987182617,0.57722282409668,9230,19.0567422434368
"18","KY",0.0281131267547607,0.982064008712769,0.953950881958008,4470,34.932578552347
"19","MA",0.0252468585968018,0.748281002044678,0.723034143447876,7433,29.6385785651554
"20","MD",0.0284321308135986,0.342668056488037,0.314235925674438,8586,12.0521412459225
"21","ME",0.0187089443206787,0.996562004089355,0.977853059768677,1172,53.2666080462846
"22","MI",0.0388150215148926,0.465552091598511,0.426737070083618,15363,11.9941216938367
"23","MN",0.0302608013153076,0.814305067062378,0.78404426574707,7620,26.9095672179195
"24","MO",0.0394289493560791,0.326332092285156,0.286903142929077,11318,8.27645924161159
"25","MS",0.0245640277862549,0.619342088699341,0.594778060913086,2409,25.2133768162362
"26","MT",0.0276961326599121,0.487565994262695,0.459869861602783,1963,17.604118244581
"27","NC",0.0301680564880371,0.309079885482788,0.278911828994751,7373,10.2452700459955
"28","ND",0.0239400863647461,0.280267000198364,0.256326913833618,1544,11.7070170895909
"29","NE",0.0223898887634277,0.343281984329224,0.320892095565796,4449,15.332009370674
"30","NH",0.0189499855041504,0.90728497505188,0.888334989547729,615,47.877871719383
"31","NJ",0.0254330635070801,0.326129198074341,0.300696134567261,4628,12.82304029098
"32","NV",0.0204041004180908,0.288200855255127,0.267796754837036,1848,14.1246538367161
"33","NY",0.0310680866241455,1.05902791023254,1.0279598236084,9685,34.0873232086809
"34","OH",0.127938985824585,0.56099796295166,0.433058977127075,20402,4.38488674375483
"35","OR",0.0218269824981689,0.88665509223938,0.864828109741211,4108,40.6219729325279
"36","PA",0.0351560115814209,0.724674940109253,0.689518928527832,18271,20.6131158658574
"37","PR",0.0186698436737061,0.322787046432495,0.304117202758789,193,17.2892206316166
"38","RI",0.0180859565734863,0.996364116668701,0.978278160095215,578,55.0904848532785
"39","SC",0.0222790241241455,0.340169906616211,0.317890882492065,3761,15.2686179035796
"40","SD",0.0198800563812256,1.00907301902771,0.989192962646484,1565,50.7580561985057
"41","TN",0.0223259925842285,0.338105916976929,0.3157799243927,4075,15.1440486106662
"42","UT",0.0909759998321533,0.384757995605469,0.293781995773315,2591,4.22922524968486
"43","VA",0.0316500663757324,0.795374870300293,0.763724803924561,8306,25.130274952919
"44","VT",0.0175220966339111,0.334633827209473,0.317111730575562,694,19.0978188398895
"45","WA",0.0304009914398193,0.991051197052002,0.960650205612183,9666,32.5993051579864
"46","WI",0.034559965133667,0.410853147506714,0.376293182373047,7870,11.8881239005209
"47","WV",0.0242180824279785,0.634126901626587,0.609908819198608,3502,26.1840260686369
"48","WY",0.0197029113769531,0.921953916549683,0.902251005172729,1077,46.7927758954501
