"","state","time_partitioned","time_non_partitioned","time_difference","n","magnitude_time_difference"
"1","AK",0.0186638832092285,1.04392600059509,1.02526211738586,614,55.9329475486063
"2","AL",0.0249869823455811,0.669197082519531,0.64421010017395,2865,26.7818287644438
"3","AZ",0.0252699851989746,0.343315839767456,0.318045854568481,2287,13.5859137654496
"4","CA",0.0531251430511475,0.449105978012085,0.395980834960938,44826,8.45373682250037
"5","CO",0.0292460918426514,0.475720167160034,0.446474075317383,5474,16.2661106899166
"6","CT",0.0250179767608643,0.939806938171387,0.914788961410522,4862,37.5652654550999
"7","DC",0.0232031345367432,0.359935998916626,0.336732864379883,684,15.5123868435384
"8","DE",0.0216009616851807,0.330900907516479,0.309299945831299,1556,15.3188044282072
"9","FL",0.0336170196533203,0.901221990585327,0.867604970932007,12989,26.8085035460993
"10","GA",0.0236718654632568,0.324367046356201,0.300695180892944,3896,13.7026398219304
"11","GU",0.0236251354217529,0.287443161010742,0.263818025588989,42,12.1668365441867
"12","HI",0.0195438861846924,1.0131950378418,0.993651151657104,1066,51.8420455515841
"13","IA",0.0316910743713379,0.797919988632202,0.766228914260864,6500,25.1780668361896
"14","ID",0.0228028297424316,0.770028829574585,0.747225999832153,2300,33.7690031576086
"15","IL",0.0466170310974121,0.393378973007202,0.34676194190979,20817,8.43852479977087
"16","IN",0.0392711162567139,0.678671836853027,0.639400720596313,13376,17.2817047627721
"17","KS",0.0368459224700928,0.436243057250977,0.399397134780884,9230,11.8396562768938
"18","KY",0.0273308753967285,0.654491186141968,0.627160310745239,4470,23.9469529110037
"19","MA",0.0345730781555176,0.320794105529785,0.286221027374268,7433,9.27872560513068
"20","MD",0.0247938632965088,1.01916408538818,0.994370222091675,8586,41.1054974854077
"21","ME",0.0241250991821289,0.336940050125122,0.312814950942993,1172,13.9663695299838
"22","MI",0.0383388996124268,1.1049530506134,1.06661415100098,15363,28.8206772177482
"23","MN",0.135371923446655,0.96087121963501,0.825499296188354,7620,7.09800965496107
"24","MO",0.0364899635314941,0.921212911605835,0.884722948074341,11318,25.2456517477948
"25","MS",0.0251491069793701,0.552407026290894,0.527257919311523,2409,21.9652740251984
"26","MT",0.0216491222381592,0.375747919082642,0.354098796844482,1963,17.3562657621444
"27","NC",0.0362238883972168,0.30085301399231,0.264629125595093,7373,8.30537601853436
"28","ND",0.0193300247192383,0.354058980941772,0.334728956222534,1544,18.3165301692239
"29","NE",0.0217108726501465,0.285537004470825,0.263826131820679,4449,13.1517976763084
"30","NH",0.0196318626403809,0.279639959335327,0.260008096694946,615,14.2441888708071
"31","NJ",0.0946848392486572,1.00520396232605,0.910519123077393,4628,10.6163137657786
"32","NV",0.0208649635314941,0.339738130569458,0.318873167037964,1848,16.2827090522659
"33","NY",0.0319859981536865,0.92588210105896,0.893896102905273,9685,28.9464814138448
"34","OH",0.037449836730957,0.346428155899048,0.308978319168091,20402,9.25045837683669
"35","OR",0.0214400291442871,1.03210520744324,1.01066517829895,4108,48.1391699842092
"36","PA",0.0313858985900879,0.337229013442993,0.305843114852905,18271,10.7446027863448
"37","PR",0.0188770294189453,1.04220795631409,1.02333092689514,193,55.2103794079014
"38","RI",0.0190999507904053,0.776331901550293,0.757231950759888,578,40.6457540163024
"39","SC",0.0215139389038086,0.331270933151245,0.309756994247437,3761,15.3979675517532
"40","SD",0.0249009132385254,0.473794937133789,0.448894023895264,1565,19.0272112751575
"41","TN",0.0225141048431396,0.444003820419312,0.421489715576172,4075,19.721140303502
"42","UT",0.02553391456604,0.381381988525391,0.355848073959351,2591,14.9362913993856
"43","VA",0.0353140830993652,0.800990104675293,0.765676021575928,8306,22.6818887643635
"44","VT",0.0230770111083984,0.312619924545288,0.28954291343689,694,13.5468117199769
"45","WA",0.0298988819122314,0.946546077728271,0.91664719581604,9666,31.6582432917348
"46","WI",0.033005952835083,0.334442853927612,0.301436901092529,7870,10.1328040913918
"47","WV",0.0285780429840088,0.742869138717651,0.714291095733643,3502,25.9944020356234
"48","WY",0.0189318656921387,0.893103837966919,0.87417197227478,1077,47.1746341586278
