"","state","time_partitioned","time_non_partitioned","time_difference","n","magnitude_time_difference"
"1","AK",0.01857590675354,0.354862928390503,0.336287021636963,614,19.103397379128
"2","AL",0.0216259956359863,1.11692714691162,1.09530115127563,2865,51.647432363901
"3","AZ",0.021265983581543,0.338177919387817,0.316911935806274,2287,15.9022938248352
"4","CA",0.0508630275726318,0.447742938995361,0.396879911422729,44826,8.80291560222186
"5","CO",0.0300619602203369,0.474829912185669,0.444767951965332,5474,15.7950415976017
"6","CT",0.0260159969329834,0.943859815597534,0.917843818664551,4862,36.2799787388081
"7","DC",0.0225169658660889,0.717884063720703,0.695367097854614,684,31.881918194043
"8","DE",0.0238969326019287,0.4045090675354,0.380612134933472,1556,16.9272380800351
"9","FL",0.0332920551300049,0.830348968505859,0.797056913375854,12989,24.9413550849703
"10","GA",0.0258870124816895,0.645550966262817,0.619663953781128,3896,24.9372524820866
"11","GU",0.0192670822143555,0.321007013320923,0.301739931106567,42,16.6609043211404
"12","HI",0.0226569175720215,0.28761100769043,0.264954090118408,1066,12.6941807850153
"13","IA",0.0273630619049072,0.665395975112915,0.638032913208008,6500,24.3173069382847
"14","ID",0.0208280086517334,0.892482995986938,0.871654987335205,2300,42.8501356471571
"15","IL",0.0375180244445801,0.35680890083313,0.31929087638855,20817,9.51033286308003
"16","IN",0.137250900268555,0.764503002166748,0.627252101898193,13376,5.57011284203505
"17","KS",0.0343132019042969,0.442373037338257,0.40805983543396,9230,12.8922109505281
"18","KY",0.0335478782653809,0.329587936401367,0.296040058135986,4470,9.82440480420724
"19","MA",0.0262930393218994,0.999814033508301,0.973520994186401,7433,38.0258068026224
"20","MD",0.0262970924377441,0.331478118896484,0.30518102645874,8586,12.6051242996247
"21","ME",0.0184769630432129,0.290284156799316,0.271807193756104,1172,15.7105989831996
"22","MI",0.0365340709686279,0.901650905609131,0.865116834640503,15363,24.679727216367
"23","MN",0.0336818695068359,0.448318958282471,0.414637088775635,7620,13.3103941333031
"24","MO",0.11700701713562,0.434119939804077,0.317112922668457,11318,3.71020431450619
"25","MS",0.023015022277832,0.991842031478882,0.96882700920105,2409,43.0954191356234
"26","MT",0.0255749225616455,0.341150999069214,0.315576076507568,1963,13.339277890164
"27","NC",0.037186861038208,0.659516096115112,0.622329235076904,7373,17.7351913472204
"28","ND",0.0270540714263916,0.324910879135132,0.29785680770874,1544,12.0096851233333
"29","NE",0.0217530727386475,0.326836824417114,0.305083751678467,4449,15.0248577910762
"30","NH",0.0193309783935547,0.288640975952148,0.269309997558594,615,14.9315244203256
"31","NJ",0.0280539989471436,1.02401900291443,0.995965003967285,4628,36.5017124597381
"32","NV",0.0199680328369141,0.34258508682251,0.322617053985596,1848,17.1566768554781
"33","NY",0.0314741134643555,1.19047594070435,1.15900182723999,9685,37.823970548132
"34","OH",0.0357110500335693,0.330636978149414,0.294925928115845,20402,9.25867421536489
"35","OR",0.0226919651031494,1.09153199195862,1.06884002685547,4108,48.102136020257
"36","PA",0.0329341888427734,0.33414101600647,0.301206827163696,18271,10.145718711994
"37","PR",0.0176749229431152,0.289232969284058,0.271558046340942,193,16.3640299997302
"38","RI",0.0171060562133789,0.937071084976196,0.919965028762817,578,54.7800774934493
"39","SC",0.0243449211120605,0.337827920913696,0.313482999801636,3761,13.876730976398
"40","SD",0.0205888748168945,0.912606954574585,0.89201807975769,1565,44.3252466533883
"41","TN",0.0241310596466064,0.537619829177856,0.51348876953125,4075,22.2791637437879
"42","UT",0.022068977355957,0.375862836837769,0.353793859481812,2591,17.0312756579232
"43","VA",0.0364840030670166,0.83273983001709,0.796255826950073,8306,22.8247933344225
"44","VT",0.0177061557769775,0.733883857727051,0.716177701950073,694,41.4479499091093
"45","WA",0.0307657718658447,0.334290027618408,0.303524255752563,9666,10.8656473523919
"46","WI",0.0311839580535889,0.544288873672485,0.513104915618896,7870,17.4541305095761
"47","WV",0.0206820964813232,0.775588989257812,0.754906892776489,3502,37.5005014582637
"48","WY",0.0182690620422363,0.315185070037842,0.296916007995605,1077,17.2523947485188
