"","state","time_partitioned","time_non_partitioned","time_difference","n","magnitude_time_difference"
"1","AK",0.0183510780334473,1.04714703559875,1.02879595756531,614,57.061881252436
"2","AL",0.0213780403137207,0.348831176757812,0.327453136444092,2865,16.3172662993777
"3","AZ",0.0206050872802734,0.459090232849121,0.438485145568848,2287,22.2804313616588
"4","CA",0.0495400428771973,0.297944068908691,0.248404026031494,44826,6.01420692443187
"5","CO",0.10560417175293,0.523772954940796,0.418168783187866,5474,4.95977522712085
"6","CT",0.0267570018768311,0.772221088409424,0.745464086532593,4862,28.8605237598795
"7","DC",0.0194039344787598,0.583222150802612,0.563818216323853,684,30.0569016784214
"8","DE",0.018869161605835,0.829824924468994,0.810955762863159,1556,43.9778375851307
"9","FL",0.0402290821075439,0.341344833374023,0.301115751266479,12989,8.48502663972074
"10","GA",0.0251798629760742,0.775004863739014,0.749825000762939,3896,30.7787562019467
"11","GU",0.0186531543731689,0.331089019775391,0.312435865402222,42,17.7497603435715
"12","HI",0.0204830169677734,0.296910047531128,0.276427030563354,1066,14.4954255517273
"13","IA",0.128777980804443,0.84680700302124,0.718029022216797,6500,6.57571269351679
"14","ID",0.0224418640136719,0.913434982299805,0.890993118286133,2300,40.7022777494476
"15","IL",0.0375571250915527,0.688129901885986,0.650572776794434,20817,18.322219824029
"16","IN",0.0393130779266357,0.344284057617188,0.304970979690552,13376,8.75749434474896
"17","KS",0.0389339923858643,1.04246997833252,1.00353598594666,9230,26.7753167463763
"18","KY",0.0290021896362305,0.65338397026062,0.62438178062439,4470,22.5287807043504
"19","MA",0.0254480838775635,0.322152853012085,0.296704769134521,7433,12.6592184528327
"20","MD",0.0310518741607666,1.02351713180542,0.992465257644653,8586,32.9615251725647
"21","ME",0.0198259353637695,0.333712816238403,0.313886880874634,1172,16.8321347828178
"22","MI",0.0404031276702881,1.41412687301636,1.37372374534607,15363,35.000430772499
"23","MN",0.0298948287963867,0.671188116073608,0.641293287277222,7620,22.451646090535
"24","MO",0.0366718769073486,0.324205875396729,0.28753399848938,11318,8.84072217562885
"25","MS",0.0196700096130371,0.595408916473389,0.575738906860352,2409,30.2698843664396
"26","MT",0.0242230892181396,0.305202007293701,0.280978918075562,1963,12.5996318861406
"27","NC",0.0310971736907959,0.588135004043579,0.557037830352783,7373,18.9128121382187
"28","ND",0.0206809043884277,0.310842037200928,0.2901611328125,1544,15.030388969588
"29","NE",0.0237960815429688,0.313168048858643,0.289371967315674,4449,13.1604881372235
"30","NH",0.0211930274963379,0.351436853408813,0.330243825912476,615,16.5826639667004
"31","NJ",0.0276539325714111,0.284791946411133,0.257138013839722,4628,10.2984248506324
"32","NV",0.0267069339752197,0.287298917770386,0.260591983795166,1848,10.7574653847184
"33","NY",0.0314369201660156,0.881020069122314,0.849583148956299,9685,28.0250121344497
"34","OH",0.0408039093017578,0.313267946243286,0.272464036941528,20402,7.67740031786098
"35","OR",0.0212209224700928,0.906430959701538,0.885210037231445,4108,42.7140224926129
"36","PA",0.0411210060119629,0.343456029891968,0.302335023880005,18271,8.35232556791169
"37","PR",0.0182759761810303,0.953588962554932,0.935312986373901,193,52.1771834844433
"38","RI",0.0882358551025391,0.797232151031494,0.708996295928955,578,9.0352402671797
"39","SC",0.0208179950714111,0.830877065658569,0.810059070587158,3761,39.9114834453772
"40","SD",0.0239639282226562,0.317382097244263,0.293418169021606,1565,13.2441599013053
"41","TN",0.0229389667510986,0.949213981628418,0.926275014877319,4075,41.3799798364046
"42","UT",0.0215439796447754,0.446068048477173,0.424524068832397,2591,20.7049976760143
"43","VA",0.030634880065918,0.794923067092896,0.764288187026978,8306,25.9483002832861
"44","VT",0.0244448184967041,0.324355125427246,0.299910306930542,694,13.2688702708502
"45","WA",0.0320260524749756,0.958335876464844,0.926309823989868,9666,29.923634116745
"46","WI",0.0368640422821045,0.796396017074585,0.75953197479248,7870,21.6035998163227
"47","WV",0.0211658477783203,0.85113000869751,0.829964160919189,3502,40.2124222762909
"48","WY",0.0220670700073242,0.292886018753052,0.270818948745728,1077,13.2725377069018
