"","state","time_partitioned","time_non_partitioned","time_difference","n","magnitude_time_difference"
"1","AK",0.0213289260864258,1.04917597770691,1.02784705162048,614,49.1902861614129
"2","AL",0.0959219932556152,0.335989952087402,0.240067958831787,2865,3.50274155784115
"3","AZ",0.0206761360168457,0.449304103851318,0.428627967834473,2287,21.7305643320034
"4","CA",0.0533561706542969,0.441095113754272,0.387738943099976,44826,8.2669934582112
"5","CO",0.0279719829559326,0.505390167236328,0.477418184280396,5474,18.0677275555518
"6","CT",0.0228500366210938,0.938490152359009,0.915640115737915,4862,41.0717132721202
"7","DC",0.0180130004882812,0.330413818359375,0.312400817871094,684,18.3430749682338
"8","DE",0.018779993057251,1.06354594230652,1.04476594924927,1556,56.6318602495906
"9","FL",0.0318388938903809,0.324837207794189,0.292998313903809,12989,10.2025280436117
"10","GA",0.0226619243621826,0.889529943466187,0.866868019104004,3896,39.2521804084123
"11","GU",0.0228738784790039,0.427477836608887,0.404603958129883,42,18.6884719616427
"12","HI",0.0198180675506592,0.298977136611938,0.279159069061279,1066,15.0860892893664
"13","IA",0.0234611034393311,0.651818990707397,0.628357887268066,6500,27.7829639340264
"14","ID",0.0215201377868652,0.888771057128906,0.867250919342041,2300,41.2995058828743
"15","IL",0.0342941284179688,0.695954084396362,0.661659955978394,20817,20.2936804783092
"16","IN",0.0313708782196045,0.331177949905396,0.299807071685791,13376,10.5568593772562
"17","KS",0.0306921005249023,0.574887037277222,0.544194936752319,9230,18.7307817792002
"18","KY",0.0246138572692871,0.628108978271484,0.603495121002197,4470,25.5185106259323
"19","MA",0.0253438949584961,0.367112874984741,0.341768980026245,7433,14.4852587017874
"20","MD",0.0239729881286621,0.337507009506226,0.313534021377563,8586,14.0786374937842
"21","ME",0.0181279182434082,0.270236015319824,0.252108097076416,1172,14.907173106768
"22","MI",0.0362999439239502,0.869064092636108,0.832764148712158,15363,23.9411965609873
"23","MN",0.0272171497344971,0.646985054016113,0.619767904281616,7620,23.7712273447971
"24","MO",0.0347540378570557,0.494400024414062,0.459645986557007,11318,14.2256858454129
"25","MS",0.0199029445648193,0.701853036880493,0.681950092315674,2409,35.2637789144575
"26","MT",0.0226001739501953,0.415634870529175,0.393034696578979,1963,18.3907819225251
"27","NC",0.10221004486084,0.612535953521729,0.510325908660889,7373,5.99291345929554
"28","ND",0.0198929309844971,0.860538005828857,0.84064507484436,1544,43.2584824478349
"29","NE",0.0221140384674072,0.761518955230713,0.739404916763306,4449,34.4359966793527
"30","NH",0.0180740356445312,0.332370042800903,0.314296007156372,615,18.3893652384973
"31","NJ",0.0263679027557373,1.08101606369019,1.05464816093445,4628,40.9974230299742
"32","NV",0.0199289321899414,0.316143035888672,0.29621410369873,1848,15.8635210795808
"33","NY",0.029918909072876,0.994421005249023,0.964502096176147,9685,33.2372080421392
"34","OH",0.034775972366333,0.335320949554443,0.30054497718811,20402,9.64231700043192
"35","OR",0.090919017791748,1.04887294769287,0.957953929901123,4108,11.536342705498
"36","PA",0.0311999320983887,0.791601181030273,0.760401248931885,18271,25.3718879430239
"37","PR",0.0177299976348877,0.332971096038818,0.315241098403931,193,18.7800981644591
"38","RI",0.0172049999237061,1.00150299072266,0.98429799079895,578,58.2099968127711
"39","SC",0.0211639404296875,0.350356101989746,0.329192161560059,3761,16.5543889689978
"40","SD",0.0198559761047363,0.357288122177124,0.337432146072388,1565,17.9939842943253
"41","TN",0.0235550403594971,0.452915906906128,0.429360866546631,4075,19.2279826310515
"42","UT",0.0217328071594238,0.306272983551025,0.284540176391602,2591,14.0926563837023
"43","VA",0.0294609069824219,0.830507040023804,0.801046133041382,8306,28.1901382234883
"44","VT",0.0185649394989014,0.3837730884552,0.365208148956299,694,20.6719277742818
"45","WA",0.031926155090332,0.311187028884888,0.279260873794556,9666,9.74708755264809
"46","WI",0.0295059680938721,0.504792928695679,0.475286960601807,7870,17.1081635786259
"47","WV",0.0215959548950195,0.65650486946106,0.63490891456604,3502,30.3994369618017
"48","WY",0.0184731483459473,0.312199831008911,0.293726682662964,1077,16.9001961745954
