"","state","time_partitioned","time_non_partitioned","time_difference","n","magnitude_time_difference"
"1","AK",0.0178928375244141,0.882633209228516,0.864740371704102,614,49.3288561986995
"2","AL",0.0200140476226807,0.316156148910522,0.296142101287842,2865,15.7967121329442
"3","AZ",0.0201501846313477,0.453305959701538,0.43315577507019,2287,22.4963675517062
"4","CA",0.0504281520843506,1.08336496353149,1.03293681144714,44826,21.4833365640558
"5","CO",0.0303969383239746,0.438297033309937,0.407900094985962,5474,14.4191177624045
"6","CT",0.0218958854675293,0.878512859344482,0.856616973876953,4862,40.1222805374681
"7","DC",0.0182011127471924,0.414105892181396,0.395904779434204,684,22.7516799622745
"8","DE",0.0193181037902832,0.938560962677002,0.919242858886719,1556,48.5845284229753
"9","FL",0.0308160781860352,0.714697122573853,0.683881044387817,12989,23.192345186148
"10","GA",0.0249440670013428,0.320510864257812,0.29556679725647,3896,12.8491823021707
"11","GU",0.0169899463653564,0.282886028289795,0.265896081924438,42,16.6502013724197
"12","HI",0.0954489707946777,0.275089979171753,0.179641008377075,1066,2.88206333584785
"13","IA",0.0259320735931396,0.638566017150879,0.612633943557739,6500,24.6245644359043
"14","ID",0.0203192234039307,0.307813882827759,0.287494659423828,2300,15.1488999706659
"15","IL",0.0351080894470215,0.875831127166748,0.840723037719727,20817,24.9467043340079
"16","IN",0.0349860191345215,0.301505088806152,0.266519069671631,13376,8.61787354676916
"17","KS",0.0303189754486084,0.646156072616577,0.615837097167969,9230,21.3119362727752
"18","KY",0.0259828567504883,0.307981967926025,0.281999111175537,4470,11.8532758304276
"19","MA",0.0255630016326904,0.973798990249634,0.948235988616943,7433,38.0940784748972
"20","MD",0.0265531539916992,0.805093050003052,0.778539896011353,8586,30.3200535143483
"21","ME",0.0183670520782471,0.81633996963501,0.797972917556763,1172,44.4458896374469
"22","MI",0.0358169078826904,0.746793031692505,0.710976123809814,15363,20.8502932229226
"23","MN",0.0278959274291992,0.303448915481567,0.275552988052368,7620,10.877893063485
"24","MO",0.0346279144287109,0.460870981216431,0.42624306678772,11318,13.3092329936657
"25","MS",0.020064115524292,0.287674188613892,0.2676100730896,2409,14.3377458261541
"26","MT",0.0222070217132568,0.359740018844604,0.337532997131348,1963,16.1993815960405
"27","NC",0.026716947555542,0.511051893234253,0.484334945678711,7373,19.1283788004533
"28","ND",0.0181519985198975,0.291885852813721,0.273733854293823,1544,16.0800945688579
"29","NE",0.0230770111083984,0.943616151809692,0.920539140701294,4449,40.8898772625837
"30","NH",0.020341157913208,0.319199085235596,0.298857927322388,615,15.6922770374017
"31","NJ",0.0227580070495605,1.06087899208069,1.03812098503113,4628,46.6156368512582
"32","NV",0.0191280841827393,0.317663908004761,0.298535823822021,1848,16.6071993917411
"33","NY",0.0296409130096436,1.03596901893616,1.00632810592651,9685,34.95064469165
"34","OH",0.0348808765411377,0.474874973297119,0.439994096755981,20402,13.6141926576032
"35","OR",0.0229430198669434,0.286113023757935,0.263170003890991,4108,12.470591291697
"36","PA",0.030167818069458,0.98405909538269,0.953891277313232,18271,32.6194984707547
"37","PR",0.0960359573364258,0.326030015945435,0.229994058609009,193,3.39487443024399
"38","RI",0.0191328525543213,1.00404405593872,0.984911203384399,578,52.47748881606
"39","SC",0.0203049182891846,0.785881042480469,0.765576124191284,3761,38.7039746374684
"40","SD",0.0212979316711426,0.781375169754028,0.760077238082886,1565,36.6878428299563
"41","TN",0.0240299701690674,0.756930112838745,0.732900142669678,4075,31.4994195795176
"42","UT",0.0209410190582275,0.306704044342041,0.285763025283813,2591,14.646089738481
"43","VA",0.0311489105224609,0.867557048797607,0.836408138275146,8306,27.8519227236544
"44","VT",0.0181288719177246,0.310613870620728,0.292484998703003,694,17.1336568557826
"45","WA",0.028325080871582,0.938400983810425,0.910075902938843,9666,33.1296841857177
"46","WI",0.0316309928894043,0.84312105178833,0.811490058898926,7870,26.6549031431371
"47","WV",0.0235779285430908,0.528657913208008,0.505079984664917,3502,22.4217285348811
"48","WY",0.0178020000457764,0.29219388961792,0.274391889572144,1077,16.4135427966839
