"","state","time_partitioned","time_non_partitioned","time_difference","n","magnitude_time_difference"
"1","AK",0.0194032192230225,1.04541802406311,1.02601480484009,614,53.8785864369709
"2","AL",0.0210390090942383,0.775954008102417,0.754914999008179,2865,36.881680340873
"3","AZ",0.0217359066009521,0.348927974700928,0.327192068099976,2287,16.053067447651
"4","CA",0.0581600666046143,0.454180955886841,0.396020889282227,44826,7.80915467264625
"5","CO",0.0314030647277832,0.50416898727417,0.472765922546387,5474,16.0547701838833
"6","CT",0.103583097457886,0.958285093307495,0.854701995849609,4862,9.2513654913352
"7","DC",0.0205609798431396,0.780606031417847,0.760045051574707,684,37.9654100812857
"8","DE",0.0228121280670166,0.350504875183105,0.327692747116089,1556,15.3648477754204
"9","FL",0.0341789722442627,0.881978988647461,0.847800016403198,12989,25.8047252662932
"10","GA",0.0224051475524902,0.699917078018188,0.677511930465698,3896,31.2391193308788
"11","GU",0.0178000926971436,0.327675819396973,0.309875726699829,42,18.4086580318515
"12","HI",0.0180881023406982,1.04577088356018,1.02768278121948,1066,57.8154006353223
"13","IA",0.0307958126068115,0.708112955093384,0.677317142486572,6500,22.9938064675962
"14","ID",0.0212101936340332,0.8472740650177,0.826063871383667,2300,39.9465502124503
"15","IL",0.0368099212646484,0.439998865127563,0.403188943862915,20817,11.9532683040572
"16","IN",0.030134916305542,0.687237024307251,0.657102108001709,13376,22.8053404011235
"17","KS",0.0381801128387451,0.919459104537964,0.881278991699219,9230,24.0821473844598
"18","KY",0.0268721580505371,0.31269907951355,0.285826921463013,4470,11.6365451157839
"19","MA",0.027644157409668,0.980041027069092,0.952396869659424,7433,35.452012971332
"20","MD",0.0247650146484375,0.329417943954468,0.30465292930603,8586,13.3017463801602
"21","ME",0.0190320014953613,1.02406001091003,1.00502800941467,1172,53.8072683085711
"22","MI",0.0366289615631104,0.483400106430054,0.446771144866943,15363,13.1972102347803
"23","MN",0.0301201343536377,0.745463848114014,0.715343713760376,7620,24.7496853553703
"24","MO",0.037898063659668,0.481287002563477,0.443388938903809,11318,12.6995143310098
"25","MS",0.0199780464172363,1.02191996574402,1.00194191932678,2409,51.1521469317612
"26","MT",0.0222017765045166,0.343213081359863,0.321011304855347,1963,15.4588116536549
"27","NC",0.036005973815918,0.610095977783203,0.574090003967285,7373,16.944298768375
"28","ND",0.0190250873565674,0.30000114440918,0.280976057052612,1544,15.7687131095154
"29","NE",0.0248072147369385,0.316277980804443,0.291470766067505,4449,12.7494353621851
"30","NH",0.0255579948425293,0.292555093765259,0.266997098922729,615,11.4467154237952
"31","NJ",0.0245177745819092,1.07796216011047,1.05344438552856,4628,43.9665580784752
"32","NV",0.0193638801574707,0.335888147354126,0.316524267196655,1848,17.3461178556478
"33","NY",0.031505823135376,1.03821301460266,1.00670719146729,9685,32.9530515721367
"34","OH",0.0430121421813965,0.343532085418701,0.300519943237305,20402,7.98686296464641
"35","OR",0.0227088928222656,1.04009795188904,1.01738905906677,4108,45.8013501595834
"36","PA",0.0324018001556396,0.327180862426758,0.294779062271118,18271,10.0976137392111
"37","PR",0.0176961421966553,0.278466939926147,0.260770797729492,193,15.7360252212926
"38","RI",0.0202760696411133,1.07011699676514,1.04984092712402,578,52.7773387893326
"39","SC",0.0974340438842773,0.343449831008911,0.246015787124634,3761,3.52494690066264
"40","SD",0.0213050842285156,0.848763942718506,0.82745885848999,1565,39.8385631154879
"41","TN",0.0245921611785889,0.326411962509155,0.301819801330566,4075,13.2730084248694
"42","UT",0.0216238498687744,0.324009895324707,0.302386045455933,2591,14.9839134701258
"43","VA",0.0339698791503906,0.948004007339478,0.914034128189087,8306,27.9071939921392
"44","VT",0.0225419998168945,0.807929992675781,0.785387992858887,694,35.8410965858612
"45","WA",0.0300910472869873,0.707205057144165,0.677114009857178,9666,23.5021749292851
"46","WI",0.0333709716796875,0.333783864974976,0.300412893295288,7870,10.0022219364426
"47","WV",0.163408994674683,0.749961137771606,0.586552143096924,3502,4.5894728087927
"48","WY",0.0199840068817139,0.87066912651062,0.850685119628906,1077,43.5682959710805
