"","state","time_partitioned","time_non_partitioned","time_difference","n","magnitude_time_difference"
"1","AK",0.0893480777740479,1.03629589080811,0.946947813034058,614,11.5984128212449
"2","AL",0.0239601135253906,0.335631847381592,0.311671733856201,2865,14.0079406145518
"3","AZ",0.0221221446990967,0.295276880264282,0.273154735565186,2287,13.3475702415209
"4","CA",0.0539078712463379,0.452548980712891,0.398641109466553,44826,8.39485904841092
"5","CO",0.0340678691864014,0.482058048248291,0.44799017906189,5474,14.1499324660056
"6","CT",0.0267150402069092,0.309546947479248,0.282831907272339,4862,11.5869916377364
"7","DC",0.0194108486175537,1.03174901008606,1.01233816146851,684,53.1532150095191
"8","DE",0.0209989547729492,0.782583951950073,0.761584997177124,1556,37.2677573913438
"9","FL",0.0335850715637207,0.703695058822632,0.670109987258911,12989,20.9526145414791
"10","GA",0.0285391807556152,0.86962103843689,0.841081857681274,3896,30.4711283019498
"11","GU",0.0191328525543213,0.339102983474731,0.31997013092041,42,17.7235978018418
"12","HI",0.0211260318756104,0.296334028244019,0.275207996368408,1066,14.0269611439019
"13","IA",0.026540994644165,0.686995029449463,0.660454034805298,6500,25.8842985600201
"14","ID",0.0217349529266357,0.874300956726074,0.852566003799438,2300,40.2255739718965
"15","IL",0.040316104888916,0.337315797805786,0.29699969291687,20817,8.36677547930786
"16","IN",0.0315649509429932,0.755966901779175,0.724401950836182,13376,23.949566819998
"17","KS",0.0349609851837158,0.818052053451538,0.783091068267822,9230,23.3989988884115
"18","KY",0.0334467887878418,0.82046914100647,0.787022352218628,4470,24.5305803857833
"19","MA",0.0273799896240234,0.332993030548096,0.305613040924072,7433,12.1619122257053
"20","MD",0.0264341831207275,0.973599910736084,0.947165727615356,8586,36.8310950366636
"21","ME",0.0204029083251953,0.348495960235596,0.3280930519104,1172,17.0807001963167
"22","MI",0.0376689434051514,0.967344045639038,0.929675102233887,15363,25.6801481059527
"23","MN",0.0366899967193604,0.871419906616211,0.834729909896851,7620,23.7508853784221
"24","MO",0.0406441688537598,0.337808847427368,0.297164678573608,11318,8.31137299529547
"25","MS",0.02268385887146,0.663278818130493,0.640594959259033,2409,29.2401227625784
"26","MT",0.0936827659606934,0.310014009475708,0.216331243515015,1963,3.30918932950572
"27","NC",0.0333230495452881,1.00152492523193,0.968201875686646,7373,30.0550201406627
"28","ND",0.023082971572876,0.341217994689941,0.318135023117065,1544,14.7822386564343
"29","NE",0.0229949951171875,0.317210912704468,0.29421591758728,4449,13.7947806071666
"30","NH",0.0179679393768311,1.00608420372009,0.988116264343262,615,55.9932990990274
"31","NJ",0.0236752033233643,0.771123170852661,0.747447967529297,4628,32.5709207359442
"32","NV",0.0195751190185547,0.342382192611694,0.32280707359314,1848,17.4906825489623
"33","NY",0.0323100090026855,1.0788300037384,1.04651999473572,9685,33.3899629569504
"34","OH",0.038506031036377,0.361553907394409,0.323047876358032,20402,9.38953970750313
"35","OR",0.0218029022216797,1.053297996521,1.03149509429932,4108,48.3099903770449
"36","PA",0.0330550670623779,0.754080057144165,0.721024990081787,18271,22.8128430573487
"37","PR",0.0186548233032227,0.789019823074341,0.770364999771118,193,42.2957543070395
"38","RI",0.0180621147155762,0.34552001953125,0.327457904815674,578,19.1295440745532
"39","SC",0.0248470306396484,0.539569139480591,0.514722108840942,3761,21.7156386735242
"40","SD",0.0242588520050049,0.300948858261108,0.276690006256104,1565,12.4057337172847
"41","TN",0.0221998691558838,0.502264022827148,0.480064153671265,4075,22.6246388796409
"42","UT",0.0222418308258057,0.473560810089111,0.451318979263306,2591,21.2914491526332
"43","VA",0.0341508388519287,0.843332052230835,0.809181213378906,8306,24.6943290584268
"44","VT",0.0227899551391602,0.826006889343262,0.803216934204102,694,36.2443402937607
"45","WA",0.0322070121765137,0.347095966339111,0.314888954162598,9666,10.7770309284456
"46","WI",0.0310688018798828,0.467900037765503,0.43683123588562,7870,15.060124930935
"47","WV",0.0263350009918213,0.740941047668457,0.714606046676636,3502,28.1352200403777
"48","WY",0.0183939933776855,0.381860017776489,0.363466024398804,1077,20.7600388852884
